Doctor_ID,Name,Degree,Rating,Patients,City,Consult Fee,Experience,Speciality
AAG233,Dr. Neha A Agrawal,BDS,4.95,105,Pune,400,17,"Dental Surgeon, Dentist"
AAG234,Dr. Sweta Kumar,"DGO, MBBS",4.6,38,Pune,800,13,"Obstetrician, Gynecologist"
AAG235,Dr. Saina Elahi,"BDS, MDS - Periodontics",5,51,Pune,500,11,"Dentist, Periodontist, Implantologist"
AAG236,Dr. Anil Chittake,"MBBS, DNB - Obstetrics & Gynecology, DGO",4.9,1406,Pune,700,26,"Infertility Specialist, Gynecologist, Obstetrician"
AAG237,Dr. Milind Darda,"MDS - Orthodontics, BDS",4.85,1471,Pune,500,25,"Orthodontist, Dental Surgeon, Dentist, Cosmetic/Aesthetic Dentist"
AAG238,Dr. Kanchan Makhijani,"MDS - Paedodontics And Preventive Dentistry, BDS",5,37,Pune,500,14,"Dentist, Pediatric Dentist"
AAG239,Dr. Mukesh Mahajan,MBBS,4.9,94,Pune,400,16,General Physician
AAG240,Dr. Vrushali Inamke,"MBBS, DOMS",4.85,562,Pune,500,15,Ophthalmologist/ Eye Surgeon
AAG241,Dr. Smita Deshmukhe,BAMS,5,22,Pune,300,27,AYUSHAyurveda
AAG242,Dr. Uttam Sidhaye,"MBBS, MD - Anaesthesiology",5,29,Pune,1000,23,"Spine And Pain Specialist, Pain Management Specialist"
AAG243,Dr. Sapana Bhutada Toshniwal,"MBBS, M.Phil - Healthcare Management",4.55,33,Pune,350,13,"General Physician, General Practitioner"
AAG244,Dr. Nikita Kaushal,BDS,4.95,254,Pune,300,10,Dentist
AAG245,Dr. Tarun K. Jeloka,"DM - Nephrology, MNAMS - Nephrology, DNB - Nephrology, MBBS, MD - General Medicine,  FRCP",4.9,1071,Pune,900,27,Nephrologist/Renal Specialist
AAG246,Dr. Dipti Murkute (Pansare),"MBBS, DNB - Ophthalmology",4.85,543,Pune,600,20,Ophthalmologist/ Eye Surgeon
AAG247,Dr. Archana Dixit,BDS,4.9,496,Pune,300,23,"Dental Surgeon, Dentist"
AAG248,Dr. Dushyant Khedikar,"MBBS, DNB - Otorhinolaryngology",4.95,224,Pune,500,22,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon"
AAG249,Dr. Rajneesh Pawar,"MS - Ophthalmology, MBBS",5,16,Pune,700,32,Ophthalmologist/ Eye Surgeon
AAG250,Dr. Sada Singh Chyyo,"MBBS, DGO, Diploma in Reproductive Medicine (Germany), Fellowship in Reproductive Medicine",5,72,Pune,600,32,"Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Gynecologist"
AAG251,Dr. Amol Sormare,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4.95,198,Pune,400,12,"Dentist, Dentofacial Orthopedist, Orthodontist"
AAG252,Dr. Sagar Khadilkar,"MBBS, Diploma in Orthopaedics",4.6,104,Pune,500,27,Orthopedic surgeon
AAG253,Dr. Rashmi Bamane,BDS,4.95,231,Pune,300,13,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Dentist, Implantologist"
AAG254,Dr. Pushparaj S. Karmarkar,"MBBS, MS - General Surgery",4.85,193,Pune,700,39,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon"
AAG255,Dr. Pratibha V. Jaybhay,"BAMS, MD - Ayurvedic Obstetrics and Gynecology",5,15,Pune,700,20,AYUSHAyurvedic Gynecologist & Obstetrician
AAG256,Dr. Pradeepti,BDS,4.9,263,Pune,300,14,Dentist
AAG257,Dr. Manoj Madhukar Deshpande,BAMS,4.85,187,Pune,500,27,AYUSHAyurveda
AAG258,Dr. Harshad Patankar,"Diploma in Orthopaedics, MBBS, MS - Orthopaedics",4.8,24,Pune,500,24,"Orthopedic surgeon, Joint Replacement Surgeon"
AAG259,Dr. Ashvini Phadnis,"MDS - Paedodontics And Preventive Dentistry, BDS",5,64,Pune,400,16,"Pediatric Dentist, Dentist, Cosmetic/Aesthetic Dentist"
AAG260,Dr. Hemangi Kshatriya,BHMS,5,38,Pune,500,12,AYUSHHomoeopath
AAG261,Dr. Kamal Kiswani,"BDS, DICOI",4.9,155,Pune,500,26,"Implantologist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAG262,Dr. Komal Prakash Kamble,BDS,4.9,398,Pune,300,14,"Cosmetic/Aesthetic Dentist, Dental Surgeon, Dentist, Implantologist"
AAG263,Dr. Sameer Mhatre,"MD - Pediatrics, MBBS",4.5,42,Pune,600,46,Pediatrician
AAG264,Dr. Kedar Marathe,"MBBS, MS - Obstetrics & Gynaecology",4.1,17,Pune,1000,18,"Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
AAG265,Dr. Amit Chaudhari,"BDS, MDS - Periodontics",4.95,120,Pune,500,21,"Dentist, Periodontist, Implantologist"
AAG266,Dr. Bharati Kurulkar,BDS,4.85,189,Pune,300,36,Dentist
AAG267,Dr. Nitin Pathak,"MBBS, DNB - General Surgery, FCPS - General Surgery, DNB - Peripheral Vascular Surgery",5,20,Pune,850,11,Vascular Surgeon
AAG268,Dr. Ramit Kamate,"MBBS, DGO, DNB - Obstetrics & Gynecology",4.45,44,Pune,900,16,"Gynecologist, Infertility Specialist, Sexologist, Obstetrician"
AAG269,Dr. Shuhaib MP,"MBBS, Diploma in Dermatology, Fellowship in Aesthetic Medicine (FAM)",4.95,200,Pune,500,13,"Cosmetologist, Trichologist, Dermatologist"
AAG270,Dr. Avinash Phadnis,"MBBS, MD - Obstetrics & Gynaecology",3.75,12,Pune,1000,38,"Obstetrician, Gynecologist"
AAG271,Dr. Sanobar Shaikh,"MBBS, DDVL",3.75,12,Pune,600,16,"Dermatologist, Cosmetologist, Trichologist"
AAG272,Dr. Rachita Domale,BDS,5,58,Pune,300,16,"Cosmetic/Aesthetic Dentist, Dentist"
AAG273,Dr. Vikram Deshmukh,"MDS - Oral & Maxillofacial Surgery, BDS",4.75,96,Pune,300,25,"Dentist, Oral And MaxilloFacial Surgeon"
AAG274,Dr. Shveta Sharma,"MBBS, DVD",4.75,20,Pune,750,18,"Dermatologist, Cosmetologist, Venereologist"
AAG275,Dr. Ujjwala Keskar,"MBBS, MD - Pediatrics",4.85,91,Pune,550,27,Pediatrician
AAG276,Dr. Ashutosh Sabnis,"MBBS, MS - Orthopaedics",5,34,Pune,800,20,"Spine Surgeon (Ortho), Orthopedic surgeon"
AAG277,Dr. Shubhangi Lokhande Dole,"BDS, MDS - Prosthodontist And Crown Bridge",5,17,Pune,300,12,"Dental Surgeon, Prosthodontist, Dentist, Implantologist"
AAG278,Dr. Pallab Saikia,"MVSc - Obstetrics & Gynaecology, Bachelor in Veterinary Science and Animal Husbandary (BVSc & AH)",4.95,213,Pune,550,19,"Veterinary Physician, Animal Reproduction Specialist"
AAG279,Dr. Sanchita Kant Pathak,"BDS, MDS - Oral Medicine and Radiology",4.95,114,Pune,200,14,Dentist
AAG280,Dr. Richa A. Mane,BDS,4.85,188,Pune,100,13,Dentist
AAG281,Dr. Geeta Yadav,BHMS,4.85,212,Pune,700,20,AYUSHHomoeopath
AAG282,Dr. Hrishikesh Bhujbal,BHMS,4.85,184,Pune,300,16,AYUSHHomoeopath
AAG283,Dr. Mugdha Budhkar,"BDS, MDS - Oral & Maxillofacial Surgery",5,24,Pune,300,11,Oral And MaxilloFacial Surgeon
AAG284,Dr. Tushar Patil,"MBBS, MD - General Medicine, DM - Oncology",4.5,20,Pune,850,23,"Hematologic Oncologist, Medical Oncologist"
AAG285,Dr. Kalpana Mair   (Physiotherapist),BPTh/BPT,5,19,Pune,500,24,TherapistPhysiotherapist
AAG286,Dr. Hetal Mehta,"MBBS, MS - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology), MRCS (UK)",5,33,Pune,600,12,Ophthalmologist/ Eye Surgeon
AAG287,Dr. Vijay Parbatani,"MBBS, MS - Ophthalmology",4.75,285,Pune,500,23,Ophthalmologist/ Eye Surgeon
AAG288,Dr. Rahul Jalgaonkar,MBBS,4.9,653,Pune,1200,25,"Diabetologist, General Physician"
AAG289,Dr. Amar S. Kamble,"MD - Ayurveda Medicine, BAMS",5,37,Pune,400,15,AYUSHAyurveda
AAG290,Dr. Bhushan Ambadkar,"MBBS, M.D. (Psychiatry)",5,32,Pune,800,14,"Neuropsychiatrist, Sexologist, Psychiatrist, Addiction Psychiatrist, Geriatric Psychiatrist"
AAG291,Dr. Hemlata Rokade,BDS,4.9,108,Pune,200,14,"Implantologist, Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAG292,Dr. Nandita Bhati,BDS,4.95,551,Pune,300,18,"Implantologist, Dentist"
AAG293,Dr. Renuka Patil Kale   (Physiotherapist),BPTh/BPT,4.9,49,Pune,500,12,TherapistPhysiotherapist
AAG294,Dr. Kirti Takke,BDS,5,29,Pune,500,15,"Dentist, Cosmetic/Aesthetic Dentist"
AAG295,Dr. Gaurav H Chopade,"MBBS, MS - Obstetrics & Gynaecology",4.55,11,Pune,500,18,"Gynecologist, Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
AAG296,Dr. Amar Shinde,"MBBS, DPM (Psychiatry)",4.8,23,Pune,800,21,"Addiction Psychiatrist, Psychiatrist, Sexologist"
AAG297,Dr. Ruth Fernandes,"DPM (Psychiatry), MBBS",5,75,Pune,1500,18,Psychiatrist
AAG298,Dr. Chinmay Naik,MBBS,4.95,142,Pune,700,11,"General Practitioner, General Physician, Special Interest in Diabetology"
AAG299,Dr. Awanti,BDS,4.8,221,Pune,300,20,"Implantologist, Dentist, Cosmetic/Aesthetic Dentist"
AAG300,Dr. Sobia Abraham   (Physiotherapist),BPTh/BPT,4.65,28,Pune,800,14,TherapistPhysiotherapist
AAG301,Dr. Rukayya Dungrawala   (Physiotherapist),BPTh/BPT,5,13,Pune,600,19,TherapistPhysiotherapist
AAG302,Dr. Pradeep Jadhav,"MBBS, MS - General Surgery",5,24,Pune,500,18,"General Surgeon, Laparoscopic Surgeon, Proctologist"
AAG303,Dr. Ayaz Husain Kharadi,"BAMS, MD - Ayurveda Medicine",5,66,Pune,300,20,AYUSHAyurveda
AAG304,Dr. Nikheel Pansare,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics, MRCS (UK), MNAMS - Orthopaedics, Fellowship in Arthroscopy & Sports Surgery (Germany)",4.95,2153,Pune,650,19,"Joint Replacement Surgeon, Sports Medicine Surgeon, Orthopedic surgeon"
AAG305,Dr. Amita D Golande,"BHMS, MSc - Dietitics / Nutrition",5,14,Pune,700,18,"AYUSHHomoeopath, Dietitian/Nutritionist, Sports Nutritionist"
AAG306,Ms. Preeti Singh,"MSc. - Nutrition Sciences, B.Sc. - Home Science (Food & Nutrition)",4.75,76,Pune,1000,12,"TherapistDietitian/Nutritionist, Clinical Nutritionist"
AAG307,Dr. Ketkee Asnani,"MDS - Periodontology and Oral Implantology, BDS",4.95,122,Pune,300,14,"Implantologist, Dentist, Periodontist"
AAG308,Dr. Sanket Patil,"BDS, MDS - Prosthodontics",5,51,Pune,500,15,"Dentist, Prosthodontist, Implantologist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAG309,Dr. (Colonel) A.K Mehta,"MBBS, Post Graduate Diploma in Sports Medicine",4.9,295,Pune,600,41,"Sports Medicine Physician, General Physician"
AAG310,Dr. Tejashree Pangare,"BDS, MDS - Oral & Maxillofacial Surgery",4.7,18,Pune,300,13,"Dentist, Dental Surgeon, Oral And MaxilloFacial Surgeon"
AAG311,Dr. Naziya Bagwan   (Physiotherapist),BPTh/BPT,5,141,Pune,600,16,"TherapistPhysiotherapist, Geriatric Physiotherapist"
AAG312,Dr. Ashish Kumar Shrivastav,"MBBS, DNB - General Surgery",5,12,Pune,800,23,"Laparoscopic Surgeon, General Surgeon, Proctologist, Bariatric Surgeon"
AAG313,Dr. Neeta Gadkari,"MS - Ophthalmology, MBBS",4.9,313,Pune,600,35,Ophthalmologist/ Eye Surgeon
AAG314,Dr. V J Tannu,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD",4.2,545,Pune,750,45,"Dermatologist, Cosmetologist"
AAG315,Dr. Prachee Hendre,"MDS - Periodontics, BDS",5,15,Pune,300,11,"Periodontist, Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAG316,Dr. Snehal Patil,BHMS,5,111,Pune,1500,16,AYUSHHomoeopath
AAG317,Dr. Rashmi Patil,"MBBS, DPM (Psychiatry)",4.8,383,Pune,1500,14,"Psychiatrist, Psychotherapist, Sexologist, Addiction Psychiatrist, Forensic Psychiatrist, Geriatric Psychiatrist, Neuropsychiatrist"
AAG318,Dr. Shridevi M Lakhe,"MBBS, Diploma in Dermatology",4.4,33,Pune,700,11,"Dermatologist, Cosmetologist, Trichologist, Pediatric Dermatologist, Aesthetic Dermatologist, Hair Transplant Surgeon"
AAG319,Dr. Yakata Sharma (PhD)   (PhD),"MSc - Psychology, PhD - Psychology",4.95,70,Pune,1500,10,TherapistCounselling Psychologist
AAG320,Dr. Anjali Gandhi,"BDS, MDS - Conservative Dentistry",5,165,Pune,500,31,"Dentist, Endodontist"
AAG321,Dr. Sanket S. Agarkar,"BDS, MDS - Orthodontics",4.8,312,Pune,500,21,"Orthodontist, Dentist, Dentofacial Orthopedist"
AAG322,Dr. Aabha Agarkar,"BDS, MDS - Prosthodontics",5,170,Pune,200,18,"Dentist, Prosthodontist"
AAG323,Ms. Geeta Desai,"MSc - Dietitics / Nutrition, BSc - Dietitics / Nutrition",4.85,112,Pune,1500,36,TherapistDietitian/Nutritionist
AAG324,Dr. Poonam Solanki,"MA - Psychology, BHMS",4.95,80,Pune,650,13,"AYUSHHomoeopath, Clinical Psychologist, Psychologist"
AAG325,Dr. Megha Brahmankar,"BHMS, MD - Homeopathy",5,12,Pune,500,19,AYUSHHomoeopath
AAG326,Dr. Sambhaji S. Mahadik,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",4.9,82,Pune,500,17,Pediatrician
AAG327,Dr. Kapil Patwardhan,"MBBS, FCPS - Medicine, DNB - General Medicine",4.35,60,Pune,600,18,"General Physician, Consultant Physician, Special Interest in Diabetology"
AAG328,Dr. Pallavi Jitendra Kulkarni,"BHMS, Post Graduate Diploma in Psychological Counseling",4.95,67,Pune,1000,21,"AYUSHHomoeopath, Counselling Psychologist"
AAG329,Dr. Pramod B. Umarji,"MBBS, MD - General Medicine",4.45,44,Pune,600,46,"Consultant Physician, General Physician"
AAG330,Dr. Pramila S. Gabhale,BDS,5,15,Pune,300,15,Dentist
AAG331,Dr. Sarika Doshi,BHMS,4.8,154,Pune,500,21,AYUSHHomoeopath
AAG332,Dr. Rohan Anand,"MBBS, DVD",4.55,225,Pune,500,11,"Dermatologist, Cosmetologist, Venereologist"
AAG333,Dr. Pushpa Soni,"DNB - Obstetrics & Gynecology, MBBS",5,19,Pune,800,18,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Obstetrician, Infertility Specialist"
AAG334,Dr. Rajesh Shah,"BHMS, MD - Homeopathy",4.4,104,Pune,3000,38,AYUSHHomoeopath
AAG335,Dr. Kalpak Patil,"BDS, MDS - Periodontics",4.95,387,Pune,300,13,"Periodontist, Implantologist, Dental Surgeon"
AAG336,Dr. Deepika Gupta   (PhD),"M.Sc. - Food and Nutrition, BSc - Dietitics / Nutrition",4.95,102,Pune,500,17,TherapistDietitian/Nutritionist
AAG337,Dr. Pragati Mirikar,"MDS - Conservative Dentistry & Endodontics, BDS",4.95,490,Pune,200,16,"Endodontist, Dentist"
AAG338,Dr. Sarita Vikramsinh Deshmukh,BDS,4.8,277,Pune,300,18,"Dentist, Cosmetic/Aesthetic Dentist"
AAG339,Dr. Hina Kherajani,"MBBS, DVD",4.75,851,Pune,700,21,"Dermatologist, Venereologist, Cosmetologist"
AAG340,Dr. Mamta Dhawale,BDS,4.85,287,Pune,300,22,"Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAG341,Dr. Rahul Kallianpur,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",4.9,412,Pune,500,29,Pediatrician
AAG342,Dr. Nandkumar Banait,"MBBS, MD - Pediatrics",4.5,20,Pune,500,30,Pediatrician
AAG343,Dr. Gouri S. Deodhar,BDS,4.85,377,Pune,300,18,"Dentist, Cosmetic/Aesthetic Dentist"
AAG344,Dr. Suryawanshi Satyajeet,"MBBS, FCPS - Medicine, DNB - Cardiology",4.85,300,Pune,700,20,Cardiologist
AAG345,Dr. Syam Bhargavan,BAMS,4.8,351,Pune,500,23,"AYUSHAyurveda, Sexologist (Ayurveda)"
AAG346,Dr. Nishtha Srivastava   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",4.85,35,Pune,600,16,"TherapistOrthopedic Physiotherapist, Geriatric Physiotherapist"
AAG347,Dr. Prajakta Chaudhari,BDS,5,80,Pune,500,18,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAG348,Dr. Shilpa Dane,"MBBS, DNB - Family Medicine",4.2,137,Pune,600,18,"Family Physician, General Physician, Special Interest in Diabetology"
AAG349,Dr. Vijay Nagdev,"MBBS, DVD",4.65,1705,Pune,700,13,"Dermatologist, Hair Transplant Surgeon"
AAG350,Dr. Shruti Rothe Patil,"MBBS, DGO",4.75,37,Pune,500,14,"Obstetrician, Infertility Specialist, Gynecologist"
AAG351,Dr. Priti Munde,"BDS, Diploma in Cosmetic Dentistry",4.9,347,Pune,500,15,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist"
AAG352,Dr. Hitesh Laad,"MBBS, MS - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery",4.8,376,Pune,600,23,"Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist"
AAG353,Dr. Mahesh Sulakshane,"MBBS, Diploma in Child Health (DCH)",4.95,672,Pune,750,20,Pediatrician
AAG354,Dr. Amit Nale,BHMS,4.95,340,Pune,800,17,TherapistSexologist
AAG355,Ms. Shruti Maheshwary,MSc - Dietitics / Nutrition,4.85,94,Pune,1300,13,TherapistDietitian/Nutritionist
AAG356,Dr. Sonali Kulkarni,BDS,4.85,317,Pune,300,27,Dentist
AAG357,Dr. Gauri Amar Maind,"MBBS, MD - Pediatrics",5,37,Pune,500,22,Pediatrician
AAG358,Dr. Sandeep S. Kulkarni,"MBBS, MD - General Medicine, DNB - Gastroenterology",4.7,115,Pune,750,20,Gastroenterologist
AAG359,Mr. Sandip Shobha,MA - Psychology,4.95,68,Pune,2000,16,"TherapistPsychotherapist, Counselling Psychologist, Health Psychologist"
AAG360,Dr. Swapnil K. Rachha,"BDS, MDS - Paedodontics And Preventive Dentistry",5,301,Pune,400,12,"Pediatric Dentist, Dentist, Dental Surgeon"
AAG361,Dr. Shardul Sontakke,BDS,4.95,399,Pune,300,23,Dentist
AAG362,Dr. Archana Kankal,"MBBS, DGO",4.2,62,Pune,600,23,"Gynecologist, Obstetrician"
AAG363,Dr. Rashmi Motiram Bhamare,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",4.65,28,Pune,500,14,"Obstetrician, Gynecologist, Reproductive Endocrinologist (Infertility)"
AAG364,Dr. Rupal Phate,"MBBS, DVD",5,50,Pune,600,17,"Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist"
AAG365,Dr. Heena Sonawane Sharma,"BDS, MDS - Oral Medicine and Radiology",5,25,Pune,300,13,"Dental Surgeon, Oral Medicine and Radiology"
AAG366,Dr. Samiksha Jarde,"MDS - Periodontics, BDS",5,58,Pune,500,12,"Periodontist, Implantologist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
AAG367,Dr. Gaurav Gupta,"BDS, MDS - Orthodontics",4.95,302,Pune,300,19,"Orthodontist, Dentofacial Orthopedist, Dentist, Dental Surgeon"
AAG368,Dr. Umamaheshwari Nilange,"MBBS, MS - Obstetrics & Gynaecology",5,44,Pune,500,13,"Gynecologist, Infertility Specialist, Obstetrician"
AAG369,Dr. Mahesh M Lakhe,"MBBS, DNB - General Medicine, DNB - Infectious Disease, MNAMS - General Medicine",4.6,66,Pune,999,20,"Infectious Diseases Physician , Internal Medicine, General Physician, Special Interest in Diabetology"
AAG370,Dr. Shailesh Phalle,MD - Ayurveda Medicine,4.8,180,Pune,350,12,"AYUSHAyurveda, Ayurvedic General Medicine"
AAG371,Dr. Kunjir Nana Gokul,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), DNB - Respiratory Diseases",4.55,46,Pune,800,17,Pulmonologist
AAG372,Dr. Priyank Mathur,"BDS, FICOI",4.9,821,Pune,800,17,"Implantologist, Cosmetic/Aesthetic Dentist, Dental Surgeon, Dentist"
AAG373,Dr. Tulsi,MBBS,4.9,61,Pune,350,10,"General Practitioner, General Physician"
AAG374,Dr. Shilpi Vijay   (Physiotherapist),BPTh/BPT,5,30,Pune,300,17,TherapistPhysiotherapist
AAG375,Dr. Rohit Sachitanand Shool,"MBBS, DNB - General Surgery",5,74,Pune,600,18,"Laparoscopic Surgeon, General Surgeon"
AAG376,Dr. Priyanka Bansal,"MDS - Prosthodontics, BDS",4.95,167,Pune,400,14,"Prosthodontist, Implantologist, Dental Surgeon"
AAG377,Dr. Amol Tapadia,"MBBS, MS - Orthopaedics, FCPS - Orthopedic, Diploma in Orthopaedics",4.5,71,Pune,500,18,Orthopedic surgeon
AAG378,Dr. Vishu A.Gupta,BDS,5,304,Pune,500,16,"Dentist, Dental Surgeon"
AAG379,Dr. Nachiket Kulkarni,"DNB - General Medicine, MBBS",5,12,Pune,500,17,Internal Medicine
AAG380,Dr. Trupti Siddhesh Gurav,"MA - Psychology, BHMS",4.7,16,Pune,650,15,"AYUSHClinical Psychologist, Homoeopath"
AAG381,Dr. Rohit Jethale,"BDS, MDS - Prosthodontist And Crown Bridge",5,348,Pune,199,13,"Prosthodontist, Cosmetic/Aesthetic Dentist, Implantologist, Dentist"
AAG382,Dr. Sarang Deshmukh,"MBBS, MS - ENT",4.4,80,Pune,500,24,ENT/ Otorhinolaryngologist
AAG383,Dr. Nootan Shukla,BDS,4.85,36,Pune,300,10,"Dentist, Dental Surgeon"
AAG384,Dr. Ankush R. Agrawal,"BDS, MDS - Oral & Maxillofacial Surgery",4.85,199,Pune,500,18,"Oral And MaxilloFacial Surgeon, Dentist, Implantologist, Dental Surgeon"
AAG385,Dr. Pradnya Gawde-Mali,"Diploma in Child Health (DCH), MBBS",4.9,41,Pune,500,17,Pediatrician
AAG386,Dr. Kaveri Mootha,BDS,4.6,53,Pune,300,17,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
AAG387,Dr. L K Desai,"MD - Dermatology , Venereology & Leprosy, MBBS",4.7,321,Pune,700,28,"Dermatologist, Pediatric Dermatologist, Hair Transplant Surgeon"
AAG388,Dr. Prachi Bafna,BDS,5,112,Pune,350,13,"Dental Surgeon, Implantologist, Cosmetic/Aesthetic Dentist"
AAG389,Dr. Priyanka Kumbhare   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy, Diploma In Psychological Counselling",4.85,306,Pune,700,14,TherapistPhysiotherapist
AAG390,Dr. Shalini N Adate,"MBBS, DGO",4.45,36,Pune,500,47,"Obstetrician, Gynecologist"
AAG391,Dr. Sangeeta Waghmode,BAMS,4.95,163,Pune,500,22,AYUSHAyurveda
AAG392,Dr. Rajesh K. Bawaskar,"MD - Obstetrics & Gynaecology, MBBS",4.8,81,Pune,1000,16,"Gynecologist, Infertility Specialist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
AAG393,Dr. Abhay Khode,"MBBS, MD - Medicine, DNB - Cardiology",4.85,69,Pune,800,28,"Cardiologist, Interventional Cardiologist"
AAG394,Dr. Bhushan Jawale,"MDS - Orthodontics, BDS, PhD - Orthodontics",4.9,590,Pune,500,22,"Orthodontist, Dentofacial Orthopedist, Cosmetic/Aesthetic Dentist, Dentist, Dental Surgeon"
AAG395,Dr. Amit Domale,BDS,5,239,Pune,300,15,"Dentist, Dental Surgeon, Implantologist, Cosmetic/Aesthetic Dentist"
AAG396,Dr. Pradeep Patil,"MBBS, DNB - Dermatology & Venereology",5,58,Pune,600,22,"Dermatologist, Venereologist, Hair Transplant Surgeon, Cosmetologist"
AAG397,Dr. Shama Nadaph,"MD - Homeopathy, BHMS",5,33,Pune,400,15,AYUSHHomoeopath
AAG398,Dr. Chandrashekhar Vasant Phadnis,"MBBS, Diploma in Child Health (DCH)",4.7,114,Pune,500,25,Pediatrician
AAG399,Dr. Pallav bhatia,"MS - Orthopaedics, MBBS",4.95,155,Pune,750,17,"Spine And Pain Specialist, Orthopedic surgeon, Spine Surgeon (Ortho)"
AAG400,Dr. Farida Ravat,"MBBS, MS - Ophthalmology",5,390,Pune,500,20,Ophthalmologist/ Eye Surgeon
AAG401,Dr. Madhuri Burande Laha,"MBBS, DGO, DNB - Obstetrics & Gynecology",4.55,668,Pune,750,26,"Gynecologist, Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
AAG402,Dr. Priyam Aditya,"BDS, MDS - Prosthodontics",5,118,Pune,500,18,"Dentist, Prosthodontist, Implantologist"
AAG403,Dr. Nimay Devjee,"BDS, MDS - Orthodontics",5,50,Pune,300,12,"Dental Surgeon, Dentist, Orthodontist"
AAG404,Dr. Anand Jadhav,"MBBS, FRCS - General Surgery, M.Ch - Orthopaedics",5,31,Pune,550,34,"Orthopedic surgeon, Joint Replacement Surgeon"
AAG405,Dr. Rahul Argade,"MD - Physician, DGO",5,43,Pune,600,23,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)"
AAG406,Dr. Sneha Ashok Sasane,"DGO, MBBS",4.95,178,Pune,500,15,"Gynecologist, Infertility Specialist"
AAG407,Dr. Roshita Khare,"MBBS, DPM (Psychiatry)",4.9,314,Pune,1400,18,"Psychiatrist, Sexologist, Addiction Psychiatrist"
AAG408,Dr. Niloy Kar,"BAMS, MD - Alternate Medicine",5,12,Pune,300,21,AYUSHAyurveda
AAG409,Dr. Preeti Dubbewar   (Physiotherapist),BPTh/BPT,4.85,34,Pune,250,18,TherapistPhysiotherapist
AAG410,Dr. Jyoti Bhirud,BDS,4.9,341,Pune,500,28,"Dental Surgeon, Dentist, Cosmetic/Aesthetic Dentist"
AAG411,Dr. Vishal Patil,"MBBS, MS - Orthopaedics",4.5,42,Pune,700,18,"Orthopedic surgeon, Joint Replacement Surgeon"
AAG412,Dr. Shashikant  Bhange,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery",3.7,35,Pune,1000,29,"Urologist, Laparoscopic Surgeon, General Surgeon"
AAG413,Dr. Sham M. Shinde,MBBS,4.75,20,Pune,750,13,General Physician
AAG414,Dr. Meena A Kharat,"MBBS, DGO",4.25,13,Pune,650,36,"Gynecologist, Obstetrician"
AAG415,Dr. Chintan Bhindora   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",4.8,949,Pune,400,14,TherapistPhysiotherapist
AAG416,Dr. Priyanka Walzade,"MBBS, MD - General Medicine, DM - Neurology",5,157,Pune,1200,10,Neurologist
AAG417,Dr. Seema Rathod,"MDS - Conservative Dentistry & Endodontics, BDS",4.85,34,Pune,500,16,"Endodontist, Conservative Dentist, Cosmetic/Aesthetic Dentist"
AAG418,Dr. Shikha Chopade,"MBBS, DDVL",4.85,123,Pune,500,15,"Dermatologist, Cosmetologist, Aesthetic Dermatologist, Trichologist"
AAG419,Dr. Tejaswini Salunke,"MBBS, DDVL",5,18,Pune,600,14,Dermatologist
AAG420,Dr. Vaishali Sathe,"MBBS, DNB - Ophthalmology",4.9,689,Pune,500,20,Ophthalmologist/ Eye Surgeon
